S.NO,Name,Address,Phone,Email,Category,Type
116,"Medical Supritentent Sub-District (Rural) Hospital Blood Centre, Aheri","Sub-District (Rural) Hospital Blood Bank, Aheri, At Post & Tal. Aheri, Dist. Gadchiroli, Aheri, Dist. Gadchiroli",9423121760,ms.sdhaheri@gmail.com,Govt.,Camps
117,"Meenatai Thackeray Blood Centre, Goregaon, Mumbai, Managed by Prabodhan Goregaon","CTS No.899/C, First floor, Village Pahadi, Sitaram Patkar Marg, Goregaon West, Mumbai, Mumbai, Dist. Mumbai",8348348282,Prabodhan_bloodbank@rediffmail.com,Charitable/Vol,Camps
118,"Mgm Blood Centre , Kamothe","MGM Blood bank , Kamothe , Raigarh, Dist. Raigarh",9975236056,mgmhkbb@gmail.com,Charitable/Vol,Camps
119,Mimer Medical College And Garware Blood Centre,"Near HP Gas godown, Talegaon Chakan Road, Talegaon Dabhade , Pune, Dist. Pune",8087099051,kumarpr56@gmail.com,Charitable/Vol,Camps
120,"Miraj Medical Centre, Wanless Hospital Blood Centre, Miraj","Wanless Hospital Blood bank , Medical Centre, Sangli, Dist. Sangli","9604542311,0233-2223291-95",wanlesshospital@dataone.in,Charitable/Vol,Camps
121,"M.M.Patel Public Charitable Trust,  Ashwini Rural Medical College AND Hospital Blood Centre","Ashwini Rural Medical College, Hospital & Research Centre Blood Bank. Gat No. 261,262 At post �Kumbhari, Akkalkot Road, , South Solapur, Dist. Solapur",9850087068,sagarmhetre@rediffmail.com,Charitable/Vol,Camps
122,"M/S Adhar Blood Centre, Ichalkaranji","1st Floor, C.S. No. 16432 / 1, H No. 12/966, C/O Dr Dilip Joshi Hospital, Sambhaji Chowk, Rajaram road, Ichalkaranji, Tal - Hatkanangle, Kolhapur, Dist. Kolhapur","9823536364,0230-2430073 / 74",satishmete8888@gmail.com,Charitable/Vol,Camps
123,M/s. ASPL's CSMSS Medical College and Hospital Blood Centre,"Room No:72,2nd Floor, C-Wing, Gut No:59,60,61, Pune- CH.Sambhaji Nagar Road, Near Toll Plaza, Limbe Jalgaon, Tal: Gangapur, Ch.Sambhaji Nagar, , Dist. Aurangabad",8983697477,bloodcentre@csmssmch.com,Private,Camps
124,M/S Beed Blood Centre,"Beed, Beed, Dist. Bid","9422750783, 8788105218",beedbloodbank@gmail.com,Charitable/Vol,Camps
125,Ms Dean Vilasrao Deshmukh govt medical College and hospital Latur Blood Centre,"Blood centre, Vilasrao Deshmukh govt medical college, Old Railway Station,  Gandhi Chowk, Latur, Dist. Latur",9096024149,bloodbankgmclatur13@gmail.com,Govt.,Camps
126,M/S. Global Hospital-Super Speciality ANDTransplant Centre,"35. Dr. E. Borges Road, Hospital Avenue, Opp. Shirodkar High School, Parel, Dist. Mumbai","9820168514,022 - 67670341",rajeev.nikte@globalhospitalsindia.com,Private,Camps
127,M/s. Jai Mata Di Bahuddeshiya Sanstha's Melghat Blood Centre,"Basement of tukda No:109, Sheet No:24, Plot No:5, Beside PWD, Achalpur Road, Parat Wada, Amravati, Dist. Amravati",8275290579,manish.chandnani88@gmail.com,Charitable/Vol,Camps
128,M/S Jeevan Jyot Charitable Trust'S Solapur Blood Centre,"110/11, Vijaylaxmi Arcade, Railway line, Kumar Chowk, Solapur, Dist. Solapur",9822297215,solapurbloodbank@gmail.com,Charitable/Vol,Camps
129,M/S Nanded Blood Centre,"M/s Nanded Blood Bank, Shivaji Nagar, Opp. City Hospital, Nanded (M.S), Nanded, Dist. Nanded",9422820292,nandedbloodbank@gmail.com,Charitable/Vol,Camps
130,M/S Pimpri Chinchwad Blood Centre,"Mhada commercial complex,2nd floor above dakshin hotelSant Tukaram Nagar, Pimpri, Pimpri, Dist. Pune",7559419137,bloodbankpc@gmail.com,Charitable/Vol,Camps
131,M/S Sadgurus Charitable Blood Centre,"M/s Sadgurus Charitable Blood Bank, 2nd Floor , Kalash Vaibhav, Mahalaxmi CHS, Plot No. 21, Sector 11, Kopar Khairane, Navi Mumbai, Koparkhairane, Dist. Thane",9867997507,sadgurubloodbank@gmail.com,Charitable/Vol,Camps
132,M/S sanjeevani Blood Centre,"Opp. Sparsh Hospital, Jawahar Nagar Akashwani, Aurangabad, Dist. Aurangabad",9767913924,aurangabadbloodbank@gmail.com,Charitable/Vol,Camps
133,"M/S. Shri Hazur Saheb Blood Centre, Components Laboratory AND Apheresis Centre","M/s. Shri Hazur Saheb Blood Bank, Components Laboratory & Apheresis Centre, Dr. Hedgewar Marg Railway Station Road, Opp. Parbhani ICU, 1st floor, Viany Agency, Parbhani, Dist. Parbhani","02452-226666,7776026666",sshivdatt@gmail.com,Charitable/Vol,Camps
134,M/S. Sri. Bhagwant Blood Centre,"1st Floor, Mayuresh Clinic Building, Near Kurduwadi Naka, Barshi, , Solapur, Dist. Solapur",9371119449,samarpanbloodbank13@gmail.com,Charitable/Vol,Camps
135,"M/S. Unit Of Swasthiyog Pratisthans AND Jeevanraj Charitable Foundations,  Manas Blood Centre","Marathe Mill Road, Final Plot No. 143, Miraj, Tal- Miraj, Sangli, Dist. Sangli",9225526419,manasbbmiraj@gmail.com,Charitable/Vol,Camps
136,Muktai Blood Centre of Shivpooja Bahuudeshiya Shikhan Prasarak Mandal Solapur,"Gat no 371, S no 416, Near Primary Teacher Society Pathsanstha, Kalthan Road, Indapur, Pune, Pune, Dist. Pune",9422341380,muktaibloodcenter@gmail.com,Charitable/Vol,Camps
137,"Nandkishor Education Society Trust, Arpan Voluntary Blood Centre","1st floor, Indira Gandhi Rugnalaya, LAD Square, Gandhi Nagar, North Ambazari Road, Nagpur, Dist. Nagpur",9322052904,nandkishor@arpanbloodbank.org,Charitable/Vol,Camps
138,"Navi Mumbai Muncipal Corporation, Blood Centre","General Hospital Vashi, Near St.Mery Church Sector-10, Vashi, Navi Mumbai, Thane, Dist. Thane","9324292615 / 9920644868,022-27888750",nmmcbloodbank@gmail.com,Govt.,Camps
139,Navjivan Blood Centre Mged By Saraswati Vidyaprasarak Foundation,"Shop No.1, Abhilasha II Punjabi Lane Borivali (W), Mumbai, Dist. Mumbai",9324071799,navjivanbb@yahoo.com,Charitable/Vol,Camps
140,Nh Srcc Children'S Hospital Blood Centre,"1-1A, Keshavrao Khadye Marg, Haji Ali, Haji Ali Government Colony, Mumbai, Dist. Mumbai",8291287570,nhsrcc.bloodbank@narayanaheath.org,Charitable/Vol,Camps
141,N.M Wadia Hospital Blood Centre Parel Mumbai,"Acharya Donde Marg, Opp. KEM Hospital, Mumbai, Dist. Mumbai",9152007492,wadiabloodbank@gmail.com,Charitable/Vol,Camps
142,NOOR HOSPITAL BLOOD CENTRE,"AURANGABAD JALNA ROAD Warudi,Tq,Badnapur,Dist,Jalna, Warudi, Dist. Jalna",9765007406,iimsr373@gmail.com,Charitable/Vol,Camps
143,"Omkar Bahuuddesshiya Sevabhavi Sanstha'S, Sawami Vivekanad Blood Centre","Yashosai Hospital, Second Floor, plotno. 101, Kautha, Nanded, Dist. Nanded",9145432530/25,"svbloodbank111@gmail.com,",Charitable/Vol,Camps
144,Pachpande multispeciality hospital blood storage center,"Pachpande multispeciality hospital blood storage center, Santaji nagar, tahsil road, muktainagar, Dist. Jalgaon",9421610802,pmhbloodstorage1979@gmail.com,Private,Camps
145,Padmashree Dr.D.Y Patil (Vishweshwar) Blood Centre,"Padmashree, Dr. D.Y. Patil Medical College Hospital , Sant Tukaram Nagar, Pimpari, Pune, Dist. Pune",9561792412,vishweshwar.vbb@rediffmail.com,Charitable/Vol,Camps
146,Pallavi Blood Centre Govandi East,"Pandit Madan Mohan Malavlya Shatabdi Hospital, Govandi, Govandi East, Dist. Mumbai",8108857333,pallavibloodbank@gmail.com,Charitable/Vol,Camps
147,Patangshah Cottage Hospital Blood Centre,"cottage hospital, jawhar, jawhar palghar, Dist. Palghar",9420199246,pchjbloodbank@gmail.com,Govt.,Camps
148,Phaltan Medical Foundation'S Blood Centre,"C.T.S.No.5604/6, Near Dnyaneshwar Mandir, Behind State Bank of India, Laxminagar, 1st Floor, Phaltan, Dist. Satara",7588381633,bloodbankpmf@gmail.com,Charitable/Vol,Camps
149,Pimpri Chinchwad  Municipal Corporation'S Y.C.M. Hospital Blood Centre,"Ground floor of Y.C.M. Hospital,  Sant Tukaram Nagar, Pimpri, Pune, Pune, Dist. Pune",9823038155,bloodbank@pcmcindia.gov.in,Govt.,Camps
150,"Poona Medical Relief and Research Foundation, Kai Madhukar Sakharam Bidkar Blood Centre, Pune","2nd floor, Kamala Nehru Hospital attached to Bharat Ratna Atal Bihari Vajpayee Medical College, Near Kasaba Peth post office, Mangalwar peth, Pune, Pune, Dist. Pune",9422666541,bidkarbloodcentre@gmail.com,Charitable/Vol,Camps
151,Prakash Blood Centre AND Blood Component Seperation Unit,"Islampur Sangli Road, Uran - Islampur, Tal -Walwa, Prakash Hospital and Research Centre, Urun-Islampur., Sangli, Dist. Sangli","9545546906, 9699934176",Prakashbloodbank16@gmail.com,Charitable/Vol,Camps
152,Prince Aly Khan Hospital Blood Centre,"Aga Hall, Nesbit Road, Mazgaon, Mumbai, Dist. Mumbai","9821035341, 022-23777934",sunitasrivastavpakhbb@gmail.com,Charitable/Vol,Camps
153,"Radhai Blood Centre, Components Laboratory and Apheresis Centre, Udgir, Dist. Latur","Shop no-22,first floor Swami complex,survey no-302,milkat no.4-2-975 old,4-2-1289 new, dam road shetki niwas,udgir,Dist.Latur Maharashtra, UDGIR, Dist. Latur",9403505248,Radhaibloodcetre@22gmail.com,Charitable/Vol,Camps
154,Rainbow Blood Centre,"3rd Floor, 282, Rainbow Diagnostic Services Central Bazar Road, Ramdas Peth, Nagpur, Dist. Nagpur",7875128923,rainbowbloodbank.nagpur@gmail.com,Charitable/Vol,Camps
155,Rajashri Chatrapati Shahu Maharaj Govt. Medical College AND Chatrapati Pramilaraje  General  Hospita,"Dasara Chowk, Somwar Peth, C.P.R Hospital Compound, Karveer, Dist. Kolhapur",2312644337,rcsmgmc.cprbloodbank@gmail.com,Govt.,Camps
156,Red Plus Blood Center Jalgaon,"Plot No 422, M.J. College Road, Near Bhoite School, Jalgaon, Dist. Jalgaon",8208661874,rpbbjalgaon@gmail.com,Charitable/Vol,Camps
157,Renuka Blood Centre Component and Apheresis Centre,"House no:1/698, City survey no. 4083, Sheet no.54, 2nd floor, Bhosale-Deshmukh Complex, Barshi Road, Jijau Chowk, Osmanabad, Dist. Osmanabad",9561175643,renukabloodbank@gmail.com,Charitable/Vol,Camps
158,Riddhi Vinayak Hospital Services Public Charitable Trust Blood Centre,"Room no.26-36, Ground Floor, Plot No.302,Near Railway Car Shed, ahead of Fun Fiesta on Yashwant Gaurav Rd, Virar Nalasopara Link rd, Nalasopara west, Palgarh, Dist. Palghar",7709340693,rvmhbb24@gmail.com,Charitable/Vol,Camps
159,"Rotary Blood Centre, Rahuri Charitable Trust","Acharya Anand Rushiji Bhavan, Near Water Tank, Nagar Manmad Road,  A/P.Rahuri, Rahuri, Dist. Ahmadnagar","9,97,52,55,65,42,32,970",rotarybloodbankrahuri@gmail.com,Charitable/Vol,Camps
160,Rotary D.G Goenka Blood Centre( Municipal Gen. Hospital),"2nd floor, Opp Bus Depot,  Near Railway Station Andheri (W), Mumbai Suburban, Dist. Mumbai",9004437823,"bloodbank@ghrc-bk.org,",Charitable/Vol,Camps
161,"Sadhu Vaswani Mission Medical Complex, Inlaks AND Budharani Hospital Blood Centre, Pune","7-9, Koregaon Park, Pune, Dist. Pune",9850224042,inlaksbb@gmail.com.com,Charitable/Vol,Camps
162,Sahyaadrie Blood Centre Osmanabad,"27/2384, 2nd floor. Chhatrapati Sambhaji Raje Marg, Kakde plot, Osmanbad, Dist. Osmanabad",9923594400,sahyaadrieblood@gmail.com,Charitable/Vol,Camps
163,Sainath Blood Centre,"1st floor, Manoj Bldg, Central Bajar Road, opp Hotel Centre Point, Ramdaspeth, Nagpur, Dist. Nagpur",9422502066,sainathbloodbank@gmail.com,Charitable/Vol,Camps
164,"Saiseva Blood Cantre, Blood Components and Apheresis Centre","Plot no:2,19,20. Survey No:118, City Syrvey No:7370, Basement of Amar complex/Hotel, Laltaki Road, Sarjepura Taluka & District: Ahmednagar, Dist. Ahmadnagar",9220203131,lokarajyasp@gmail.com,Charitable/Vol,Camps
165,Samarpit Bahuddeshiya sevabhavi sanshta Tarpan Blood Centre,"2nd floor, vishwaraj Hospital, Gat no-499, Loni Kalbhor, Kadamwak wasti, Haveli, Pune, Pune, Dist. Pune",9545793999,shashisrijagadale@gmail.com,Charitable/Vol,Camps
166,Sanjeevani Blood Centre,"110, 2/B Nishigandh, Vivekanand Nagar, Near  S.G Vidyalay, Kopergaon, Dist. Ahmadnagar","7588567384, 02423-222237/224885/ 223117",neeetapatil@gmail.com,Charitable/Vol,Camps
167,Sanjivan   Blood Centre,"Ninawe Hospital, Near Benglur Bakery, Kasturba Rd., Chandrapur, Dist. Chandrapur","9421718892,7387784937,07172-254884",wasudeo.ninawe@gmail.com,Charitable/Vol,Camps
168,Sankalp Blood Centre,"Survey No: 22B + 23 B, Plot no.7,2nd floor, flat no:S-1 & S-5, Gurushilp Towers, Bombay Restaurant Chowk, Godoli, Satara, Dist. Satara",9881441404,sankalpbloodcenter@gmail.com,Charitable/Vol,Camps
169,Sant Jagnnath Maharaj Anjalekar Bahuuudeshiya Sansthas Sanjivani Blood Centre,"CS No.1842C, TDA Complex, 1st floor, Subhash Chowk, Faizpur, Yawal,Jalgaon, Dist. Jalgaon",9823390587,santjagannathmabs@gmail.com,Charitable/Vol,Camps
170,Sarla Blood Centre,"50, Anand Nagar, Nr Platforn No.1, , Above Ravi hospital, Vasai West, Vasai West, Dist. Palghar",9823075285,sbloodbank@yahoo.com,Charitable/Vol,Camps
171,Sasoon Blood Centre Pune,"Ground Floor,Section 5, Opp.Ambedkar Chawk,Station Rd, Pune, Dist. Pune",9372787100,bjmc.bloodbank@gmail.com,Govt.,Camps
172,Sau. Kantadevi Dale Blood Centre,"First Floor, Secura Hospital Campus, Washim to Malegaon Road WASHIM, Washim, Dist. Washim",9423127946,dr.narayandale@gmail.com,Charitable/Vol,Camps
173,SDH Arvi BSU,"NA, Arvi , Dist. Wardha",0,,Govt.,
174,SDH Bhor BSU,"NA, Bhor , Dist. Pune",0,,Govt.,
175,SDH Chopda BSU,"NA, Chopda , Dist. Jalgaon",0,,Govt.,
176,SDH Dapoli BSU,"NA, Dapoli , Dist. Ratnagiri",0,,Govt.,
177,SDH Daryapur BSU,"NA, Daryapur , Dist. Amravati",0,,Govt.,
178,SDH Dharni BSU,"NA, Dharni, Dist. Amravati",0,,Govt.,
179,SDH Gadhinglaj BSU,"NA, Gadhinglaj, Dist. Kolhapur",0,,Govt.,
180,SDH Gangapur BSU,"NA, Gangapur , Dist. Aurangabad",0,,Govt.,
181,SDH Hadgaon BSU,"NA, Hadgaon , Dist. Nanded",0,,Govt.,
182,SDH Indapur BSU,"NA, Indapur , Dist. Pune",0,,Govt.,
183,SDH Jamner BSU,"NA, Jamner , Dist. Jalgaon",0,,Govt.,
184,SDH Kaij BSU,"NA, Kaij , Dist. Bid",0,,Govt.,
185,SDH Kamathe BSU,"NA, Kamathe , Dist. Ratnagiri",0,,Govt.,
186,SDH Kankavli BSU,"NA, Kankavli , Dist. Sindhudurg",0,,Govt.,
187,SDH. Karjat BSU,"Karjat, Karjat, Dist. Ahmadnagar",0,,Govt.,
188,SDH Kurkheda BSU,"NA, Kurkheda , Dist. Gadchiroli",0,,Govt.,
189,SDH Manchar BSU,"NA, Dist. Pune",0,,Govt.,
190,SDH Manmad BSU,"NA, Manmad , Dist. Nashik",0,,Govt.,
191,SDH Mukhed BSU,"NA, Mukhed , Dist. Nanded",0,,Govt.,
192,SDH Murtizapur BSU,"NA, Murtizapur, Dist. Akola",0,,Govt.,
193,SDH Nilanga BSU,"NA, Nilanga , Dist. Latur",0,,Govt.,
194,SDH Pandharkawada BSU,"NA, Pandharkawada , Dist. Yavatmal",0,,Govt.,
195,SDH Parali BSU,"NA, Parali , Dist. Bid",0,,Govt.,
196,SDH. Pathrdi BSU,"Pathrdi , Pathrdi , Dist. Ahmadnagar",0,,Govt.,
197,SDH Sakoli BSU,"NA, Sakoli , Dist. Bhandara",0,,Govt.,
198,SDH Selu BSU,"NA, Selu , Dist. Parbhani",0,,Govt.,
199,SDH Shahapur BSU,"NA, Shahapur , Dist. Thane",0,,Govt.,
200,SDH Shirpur BSU,"NA, Shirpur, Dist. Dhule",0,,Govt.,
201,SDH Siliod BSU,"NA, Siliod , Dist. Aurangabad",0,,Govt.,
202,SDH Tirora BSU,"NA, Tirora, Dist. Gondiya",0,,Govt.,
203,SDH Tumsar BSU,"NA, Tumsar , Dist. Bhandara",0,,Govt.,
204,SDH Umerga BSU,"NA, Umerga , Dist. Osmanabad",0,,Govt.,
205,SDH Vasahat rugnalay BSU,"NA, rugnalay , Dist. Kolhapur",0,,Govt.,
206,"Seth V.C.Gandhi AND M.A.Vora Municipal General Hospital, Rajawadi ,Ghatkopar","1st Floor, Smt. Meenatai Thackerey Building, Rajawadi Hospital Campus, Rajawadi Hospital, Ghatkopar (E), Ghatkopar, Dist. Mumbai",9167490596,rajawadi.rbb04@gmail.com,Govt.,Camps
207,Sevenhills Healthcare Private Limited Hospital Blood Centre,"2nd Floor, Block-16, Sevenhills Hospital,  Survey No.155, 156, 162 - 168 Part, Marol - Maroshi Road,  Andheri(E), Mumabi, Dist. Mumbai",2267676719,bloodbank@sevenhillshospital.com,Private,Camps
208,"Shaurya Blood Centre, Blood Component AND Apheresis Centre, Ahmedpur, Dist. Latur","Milkat No. E-219, E-219/1, S. No. 86/1/A, Second Floor, Reddy Complex, Above BOI Bank, Thodaga Road, Ahmedpur, Dist. Latur, Ahmedpur, Dist. Latur",9220203131,shauryabloodcentre24@gmail.com,Charitable/Vol,Camps
209,Shree Navjeevan Blood Centre Dhule,"Plot No.39, Survey no- 579 / 3+5, Behind Vaibhav Nagar, Behind LIC Colony, Sushil Nagar Golibar Tekdi, Dhule, Dist. Dhule","9881171637 / 9822969653,02562-245662",navjeevan.dhule@gmail.com,Charitable/Vol,Camps
210,"Shree Sainath Blood Centre, Sinnar, Tal. Sinnar, Dist. Nashik","Property No. 1772, 1st Floor, Shop No. F-17 to F-24, Udyog Bhavan, Sr. no. 923/5/4, Pune-Nashik Road, Sinnar, Tal. Sinnar, Dist. Nashik - 422103, Sinnar, Dist. Nashik",9022340171,bloodcentressbc@gmail.com,Charitable/Vol,Camps
211,"Shree Swami  Samartha Vaidyakiya  Shaikshanik AND Sanshodhan Sanstha, Sahada  Blood Centre","C/o 1st floor, Shushrut Hospital Khetiya Road, Survey No. 67/3, Plot No. 3, Sahada, Nandurbar, Dist. Nandurbar","9,82,30,65,09,49,37,18,00,000",bb_shahada@yahoo.com,Charitable/Vol,Camps
212,"Shri Balaji Blood Centre , Blood Component Lab AND Blood Transfusion Center","1st Floor, Alsi Complex, Ambapeth, Amravati, Dist. Amravati",9823045532,drckdara@yahoo.com,Charitable/Vol,Camps
213,"Shri Basaveshwar Manav  Vikas, Grameen Sevabhavi Sanstha, Adarsh Blood Centre","3rd floor Liladhar Plaza C.S. No. 1597/2, Ganesh Nagar, 3 lane Opp. Cvil Hospital, Sangli ., Sangli, Dist. Sangli",9273941878,adarshbbsangli07@gmail.com,Charitable/Vol,Camps
214,"Shri. Brahman Swrankar Samaj Trust, Blood Centre","Farshi, Main Road, Khamgaon, Buldana, Dist. Buldana","9422883786,07263-255577",sonigopal2000@gmail.com,Charitable/Vol,Camps
215,Shri Gajanan Blood Centre,"First Floor of Nauzal Khasra No:61/62, CTS No: 345/LPN/16, Near Bank of India, Patni Cowk, washim, Dist. Washim",7743850228,shrigajananbloodcentre@gmail.com,Charitable/Vol,Camps
216,"Shri Kamala Bhavani Blood Centre, Karmala","CS No. 3976/2/15, 1st Floor, Amarnath Tower, Swatantra Sainik Kai. Manoharpant Chivate Multispeciality Hospital, Karmala, Dist. Solapur, Karmala, Dist. Solapur","9689838183, 8888800050",kamalabhavanibloodcentre@gmail.com,Charitable/Vol,Camps
217,Shri Sai Seva Medical Foundation Sanchalit Nirnay Janseva Blood Centre,"C.S.No.4755/2 - A Nirnay Diagnostic research centre Maa Rani Sati Complex, Malegaon Road, Dhule, - 424001 (Ms) , Dhule, Dist. Dhule","9372811919,02562-238555/325768",nirnayjansevabloodbank@gmail.com,Charitable/Vol,Camps
218,Shri Swami Samarth Blood Centre,"1st floor,  kshirsagar complex, mutha building, Nr, Rantdeep cinema, bustand road, jalna (Maharashtra), Jalna, Dist. Jalna",9822758441/ 9850314561,prakasksssbb@gmail.com,Charitable/Vol,Camps
219,"Shwas Foundation Poona Blood Centre, Narayangaon, Tal- Junnar, Dist. Pune","S.No. 284 & 287, Office No.413 /414 /415 /416, 4th Floor, Dharmaraj Plaza, Pune-Nashik Highway, Narayangaon, Tal- Junnar, Dist. Pune, Narayangaon, Dist. Pune",9702156655,poonabloodcenter@gmail.com,Charitable/Vol,Camps
220,Sion Blood Centre,"92/5,  1st floor Geeta bldg. Opp. To Sion Bus depot, Sion (E), , Mumbai, Dist. Mumbai",9594642222,sionbloodbank@gmail.com,Charitable/Vol,Camps
221,"Sir, J.J. Group Hospital Blood Centre, Byculla","Blood Bank Department, Main Building, Gr.floor near Apaghath Vibhagh, Sir J.J.Hospital Byculla, Mumbai, Dist. Mumbai","9322106373,022-23739400",jjbloodbank@gmail.com,Govt.,Camps
222,"S. L. Raheja Hospital. Blood Centre, Mahim","Raheja Rugnalaya Marg, Mahim, Mumbai, Dist. Mumbai",2266529683,bloodbank@rahejahospital.com,Charitable/Vol,Camps
223,Smt. Anila Kantilal Kothari Blood Centre AND Dept. Of Hemato Oncology,"Dr. D. K. Gosavi Memorial, Shri Siddhivinayak Ganapati Cancer Hospital, Sangli-Miraj Road, Sangli, Dist. Sangli",9850985432,cancermiraj@gmail.com,Charitable/Vol,Camps
224,Smt. Kapoorben Vasanji Lathiya Blood Centre,"Swami Vivekanand Road, Opposite Juhu airport, Vile Parle west, Mumbai, Dist. Mumbai",9320070111,nidhi.mehta@nanavatimaxhospital.org,Charitable/Vol,Camps
225,Spandan Blood Centre,"Sr.No-13, Hissa no: 1A/2/3,1A/2/7,1A/2/8,1A/2/23,3rd floor, Office Unit No: 301,302,303, Krish Landmark, Mundhwa, Kharadi Road, Opp.HP Petrol Pump, Kharadi, Pune, Dist. Pune",9823817494,spandanbloodcentre@gmail.com,Charitable/Vol,Camps
226,"S. S.Venutai Y. Chavan Sub-District Hospital, Blood Centre Karad","Plot No.290/91, Budhwar peth, Station Road, Karad, Dist. Satara","9423271924,(02164)222459/222462",mskarad@gmail.com,Govt.,Camps
227,"Sub -District Cottage Hospital, Blood Centre , Sawantwadi","Sub -Dist Cottage Hospital, Blood Bank, Sawantwadi, Dist. Sindhudurg","9422436096,02363-275141",bloodbank.sdhsawantwadi@gmail.com,Govt.,Camps
228,Superitendent Gokuldas Tejpal Hospital,"2nd floor, G. T. Hospital, L.T. Marg, Mumbai, Dist. Mumbai",8669168538,gthbloodbank@gmail.com,Govt.,Camps
229,Surabhi Hospital Pvt.Ltd. Surabhi Blood Centre,"S.No.87-A, Plot No.1, Property No. Z157060754, Kavijung Nagar, Nagar Aurangabad Highway, Near Hotel Gulmohor Pride, Gulmohor Road, Savedi, Ahmednagar, Dist. Ahmadnagar",9225570262,surabhibloodcentre50@gmail.com,Private,Camps
230,Swami Vivekanand Blood Centre,"-, Nanded, Dist. Nanded",9145432530,svbloodbank111@gmail.com,Charitable/Vol,Camps
231,Symbiosis University Hospital And Research Center Blood Centre Of Symbiosis Trust,"Room No.1806,Block B, Ground Floor, Gat No.936/1 & 936/2, At post- Lavale, , Mulshi, Pune, Pune, Dist. Pune",8087072212,"bloodbnk@suhrc.siu,edu.in",Charitable/Vol,Camps
